Name,LOC,LVL,WGT,HP,MP,AC,MR,STR,INT,WIS,CON,DEX,DMG,HIT,AS%,SKD,SKD%,SPD,SPD%,FHB,HB%,CDR%,Value,Set
Grand Light Secret,-,52,11,-,-,-,-,-,-,-,-,-,-,4,-,70,11,-,-,-,-,-,-,-
Great Light Secret,-,52,11,-,-,-,-,-,-,-,-,-,-,4,-,65,10,-,-,-,-,-,-,-
Light Secret,-,52,11,-,-,-,-,-,-,-,-,-,-,4,-,55,8,-,-,-,-,-,-,-
Good Sun Dagger,-,62,13,-,-,-,-,-,-,-,-,-,3,-,-,72,10,-,-,-,-,-,-,-
Grand Sun Dagger,-,62,11,-,-,-,-,-,-,-,-,-,3,-,-,84,12,-,-,-,-,-,-,-
Great Sun Dagger,-,62,12,-,-,-,-,-,-,-,-,-,3,-,-,78,11,-,-,-,-,-,-,-
Sun Dagger,-,62,13,-,-,-,-,-,-,-,-,-,3,-,-,66,9,-,-,-,-,-,-,-
Good Lotus Dagger,-,75,15,-,-,-,-,-,-,-,-,-,4,-,-,88,12,-,-,-,-,-,-,-
Grand Lotus Dagger,-,75,13,-,-,-,-,-,-,-,-,-,4,-,-,104,14,-,-,-,-,-,-,-
Great Lotus Dagger,-,75,14,-,-,-,-,-,-,-,-,-,4,-,-,96,13,-,-,-,-,-,-,-
Lotus Dagger,-,75,15,-,-,-,-,-,-,-,-,-,4,-,-,80,11,-,-,-,-,-,-,-
Blood Dagger,-,89,17,-,-,-,-,-,-,-,-,-,4,-,-,95,13,-,-,-,-,-,-,-
Good Blood Dagger,-,89,17,-,-,-,-,-,-,-,-,-,4,-,-,104,14,-,-,-,-,-,-,-
Grand Blood Dagger,-,89,15,-,-,-,-,-,-,-,-,-,4,-,-,122,16,-,-,-,-,-,-,-
Great Blood Dagger,-,89,16,-,-,-,-,-,-,-,-,-,4,-,-,113,15,-,-,-,-,-,-,-
Good Lotus Secret,-,97,18,-,-,-,-,-,-,-,-,-,-,5,-,118,16,-,-,-,-,-,-,-
Grand Lotus Secret,-,97,16,-,-,-,-,-,-,-,-,-,-,5,-,140,18,-,-,-,-,-,-,-
Great Lotus Secret,-,97,17,-,-,-,-,-,-,-,-,-,-,5,-,128,17,-,-,-,-,-,-,-
Lotus Secret,-,97,18,-,-,-,-,-,-,-,-,-,-,5,-,108,15,-,-,-,-,-,-,-
Good Nagetier Dagger,-,99,18,-,-,-,-,-,-,-,-,-,5,-,-,140,26,-,-,-,-,-,-,-
Grand Nagetier Dagger,-,99,16,-,-,-,-,-,-,-,-,-,5,-,-,162,30,-,-,-,-,-,-,-
Great Nagetier Dagger,-,99,17,-,-,-,-,-,-,-,-,-,5,-,-,150,28,-,-,-,-,-,-,-
Nagetier Dagger,-,99,18,-,-,-,-,-,-,-,-,-,5,-,-,132,25,-,-,-,-,-,-,-
Good Moon Secret,-,37,7,-,-,-,-,-,-,-,-,-,-,2,-,35,6,-,-,-,-,-,-,-
