Name,LOC,LVL,WGT,HP,MP,AC,MR,STR,INT,WIS,CON,DEX,DMG,HIT,AS%,SKD,SKD%,SPD,SPD%,FHB,HB%,CDR%,Value,Set
Bronze Gauntlet,-,26,3,-,-300,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bronze Heartstone Gauntlet,-,26,3,-,-300,-1,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bronze Ruby Gauntlet,-,26,3,-,-300,-1,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
Bronze Sapphire Gauntlet,-,26,3,-,-200,-1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Iron Gauntlet,-,33,3,150,-500,-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chainmail Gauntlet,-,41,1,250,-100,-2,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
Dragon Scale Gauntlet,Dragon Scale Quest,41,1,250,200,-2,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,-,-
Iron Bracer,-,41,3,300,100,-2,-,1,-,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-
Iron Beryl Gauntlet,-,41,3,250,-500,-2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Iron Emerald Gauntlet,-,41,3,150,-500,-2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Iron Heartstone Gauntlet,-,41,3,150,-500,-2,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Iron Ruby Gauntlet,-,41,3,150,-500,-2,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
Iron Sapphire Gauntlet,-,41,3,150,-350,-2,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Mythril Gauntlet,-,63,1,-,-250,-2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Mythril Bracer,-,71,1,300,150,-2,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Mythril Beryl Gauntlet,-,71,1,100,-250,-2,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-
Mythril Emerald Gauntlet,-,71,1,-,-250,-2,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-
Mythril Heartstone Gauntlet,-,71,1,-,-250,-2,4,-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Mythril Ruby Gauntlet,-,71,1,-,-250,-2,-,2,-,-,-,-,4,1,-,-,-,-,-,-,-,-,-,-
Mythril Sapphire Gauntlet,-,71,1,-,-,-2,-,-,2,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
Strap Gauntlet,-,81,4,300,100,-3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Bracer,-,95,4,600,300,-4,-,2,-,-,2,-,5,-,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Gauntlet,-,95,4,500,-500,-3,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,-,-
Dark Aisling Gauntlet,-,96,4,400,200,-2,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Beryl Gauntlet,-,97,4,650,-500,-3,-,-,-,-,2,-,6,3,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Emerald Gauntlet,-,97,4,500,-500,-3,-,-,-,-,-,2,4,2,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Heartstone Gauntlet,-,97,4,500,-500,-3,4,-,-,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Ruby Gauntlet,-,97,4,500,-500,-3,-,2,-,-,-,-,8,2,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Sapphire Gauntlet,-,97,4,500,-500,-3,-,-,2,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-
