Name,LOC,LVL,WGT,HP,MP,AC,MR,STR,INT,WIS,CON,DEX,DMG,HIT,AS%,SKD,SKD%,SPD,SPD%,FHB,HB%,CDR%,Value,Set
Dark Mythril Braid Belt,-,71,1,-,100,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Earth Mythril Braid Belt,-,71,1,-,100,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fire Mythril Braid Belt,-,71,1,-,100,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Light Mythril Braid Belt,-,71,1,-,100,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Metal Mythril Braid Belt,-,71,1,-,100,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nature Mythril Braid Belt,-,71,1,-,100,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sea Mythril Braid Belt,-,71,1,-,100,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wind Mythril Braid Belt,-,71,1,-,100,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Braid Belt,-,97,1,150,-,-,10,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Dark Hy-Brasyl Braid Belt,-,97,1,200,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Earth Hy-Brasyl Braid Belt,-,97,1,200,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Fire Hy-Brasyl Braid Belt,-,97,1,200,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Light Hy-Brasyl Braid Belt,-,97,1,200,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Metal Hy-Brasyl Braid Belt,-,97,1,200,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Nature Hy-Brasyl Braid Belt,-,97,1,200,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Sea Hy-Brasyl Braid Belt,-,97,1,200,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Wind Hy-Brasyl Braid Belt,-,97,1,200,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
