Name,LOC,LVL,WGT,HP,MP,AC,MR,STR,INT,WIS,CON,DEX,DMG,HIT,AS%,SKD,SKD%,SPD,SPD%,FHB,HB%,CDR%,Value,Set
Good Bronze Shield,-,31,7,200,-800,-6,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,-,-
Grand Bronze Shield,-,31,6,350,-400,-6,3,-,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,-,-
Great Bronze Shield,-,31,6,250,-600,-6,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,-,-
Good Gravel Shield,-,41,12,350,-,-9,10,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-
Grand Gravel Shield,-,41,11,500,-,-9,10,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-
Gravel Shield,-,41,12,300,-,-9,10,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-
Great Gravel Shield,-,41,11,400,-,-9,10,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-
Good Iron Shield,-,45,18,300,-1600,-8,5,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-
Grand Iron Shield,-,45,16,500,-1000,-8,7,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-
Great Iron Shield,-,45,17,400,-1200,-8,6,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-
Iron Shield,-,45,18,250,-2000,-8,5,-,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-
Good Light Shield,-,50,4,-,-,-5,10,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Grand Light Shield,-,50,4,150,-,-6,12,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
Great Light Shield,-,50,4,75,-,-6,11,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
Light Shield,-,50,4,-,-,-5,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Good Mythril Shield,-,61,12,350,-1600,-10,11,-,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,-
Grand Mythril Shield,-,61,12,600,-1000,-11,13,-,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,-
Great Mythril Shield,-,61,12,450,-1200,-10,12,-,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,-
Mythril Shield,-,61,12,300,-2000,-10,10,-,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,-
Good Hy-Brasyl Shield,-,77,17,500,-750,-12,13,-,-,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-
Grand Hy-Brasyl Shield,-,77,15,750,-250,-13,20,-,-,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-
Great Hy-Brasyl Shield,-,77,16,600,-500,-12,16,-,-,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-
Hy-Brasyl Shield,-,77,18,400,-1000,-12,10,-,-,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-
Good Talgonite Shield,-,99,23,2000,-,-15,15,-,-,-,-,-,-8,-1,-,-,-,-,-,-,-,-,-,-
Grand Talgonite Shield,-,99,19,3000,-,-17,20,-,-,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-
Great Talgonite Shield,-,99,21,2500,-,-16,15,-,-,-,-,-,-6,-,-,-,-,-,-,-,-,-,-,-
Talgonite Shield,-,99,25,1500,-,-15,10,-,-,-,-,-,-12,-3,-,-,-,-,-,-,-,-,-,-
